Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
The Forbidden City,The largest imperial palace located in Beijing.,39.91631,116.39708,https://en.wikipedia.org/wiki/Forbidden_City,https://upload.wikimedia.org/wikipedia/commons/e/ef/The_Forbidden_City_-_View_from_Coal_Hill.jpg
Hangzhou,My hometown! A beautiful southeast city in China,30.26194,120.20623,https://en.wikipedia.org/wiki/Hangzhou,https://upload.wikimedia.org/wikipedia/commons/8/84/China_Travel_China_Tour_China.jpg
Gilmour Academy,"My High school, at Gates Mills, OH.",41.50332,-81.43606,https://en.wikipedia.org/wiki/Gilmour_Academy,https://bbk12e1-cdn.myschoolcdn.com/864/photo/orig_photo360246_6389616.jpg?
Seattle,"A city in Washinton that surrounded by water, mountains and evergreen forests.",47.609722,-122.333056,https://en.wikipedia.org/wiki/Seattle,https://upload.wikimedia.org/wikipedia/commons/1/19/SeattleQueenAnneSeptember2021.jpg
Venice,The capital of northern Italy's Veneto region. Water everywhere.,45.4375,12.335833,https://en.wikipedia.org/wiki/Venice,https://upload.wikimedia.org/wikipedia/commons/1/17/Panorama_of_Canal_Grande_and_Ponte_di_Rialto%2C_Venice_-_September_2017.jpg
